"date_time","weather_general","weather_detailed","clouds_coverage_pct","temperature","rain_mm","snow_mm","traffic"
2015-10-24 17:00:00,"Clouds","overcast clouds",90,5.7,0,0,4607
2015-10-24 19:00:00,"Clouds","overcast clouds",90,6,0,0,3579
2015-10-24 22:00:00,"Clouds","overcast clouds",90,4.2,0,0,2977
2015-10-25 01:00:00,"Clear","sky is clear",1,1.4,0,0,824
2015-11-04 04:00:00,"Snow","light snow",64,0.7,0,0,860
2015-11-04 04:00:00,"Mist","mist",64,0.7,0,0,868
2015-11-04 07:00:00,"Clouds","broken clouds",64,-1.9,0,0,6612
2015-11-04 08:00:00,"Clouds","broken clouds",64,-2,0,0,5825
2015-11-04 09:00:00,"Rain","light rain",64,-1.7,0.51,0,5355
2015-11-04 10:00:00,"Clouds","broken clouds",64,-0.5,0,0,4452
2015-11-04 11:00:00,"Rain","moderate rain",64,1.1,1.02,0,4741
2015-11-04 12:00:00,"Clear","sky is clear",1,2.6,0,0,4933
2015-11-04 14:00:00,"Clouds","broken clouds",64,3.4,0,0,5166
2015-11-04 15:00:00,"Clouds","broken clouds",64,3.9,0,0,6039
2015-11-04 16:00:00,"Clouds","broken clouds",64,3,0,0,6936
2015-11-04 17:00:00,"Clouds","broken clouds",64,1.9,0,0,6619
2015-11-04 18:00:00,"Clouds","broken clouds",64,1.2,0,0,4814
2015-11-04 19:00:00,"Clouds","broken clouds",64,-0.6,0,0,3178
2015-11-04 20:00:00,"Clouds","broken clouds",64,-0.4,0,0,2742
2015-11-04 21:00:00,"Clouds","broken clouds",64,-0.5,0,0,2427
2015-11-04 22:00:00,"Clouds","broken clouds",64,-1,0,0,1613
2015-11-04 23:00:00,"Clouds","broken clouds",64,-1.2,0,0,1099
2015-11-05 00:00:00,"Clouds","broken clouds",64,-1.8,0,0,574
2015-11-05 01:00:00,"Mist","mist",64,-2.2,0,0,367
2015-11-05 02:00:00,"Mist","mist",64,-2.5,0,0,258
2015-11-05 03:00:00,"Mist","mist",20,-2.6,0,0,342
2015-11-05 05:00:00,"Mist","mist",75,-3.8,0,0,2876
2015-11-05 06:00:00,"Fog","fog",64,-4.9,0,0,5931
2015-11-05 06:00:00,"Mist","mist",64,-4.9,0,0,5933
2015-11-05 07:00:00,"Mist","mist",64,-3.4,0,0,7111
2015-11-05 08:00:00,"Mist","mist",90,-2.9,0,0,6012
2015-11-05 10:00:00,"Mist","mist",90,-0.4,0,0,4633
2015-11-05 11:00:00,"Clouds","scattered clouds",40,1.7,0,0,4999
2015-11-05 12:00:00,"Clouds","overcast clouds",90,2,0,0,5397
2015-11-05 14:00:00,"Clouds","overcast clouds",90,2.4,0,0,5833
2015-11-05 16:00:00,"Clouds","broken clouds",75,1.7,0,0,7056
2015-11-05 18:00:00,"Clouds","broken clouds",64,-1.6,0,0,5776
2015-11-05 20:00:00,"Clouds","broken clouds",64,-2.4,0,0,3019
2015-11-05 21:00:00,"Mist","mist",64,-2.6,0,0,2745
2015-11-05 22:00:00,"Mist","mist",64,-3.1,0,0,2007
2015-11-05 23:00:00,"Mist","mist",64,-3.4,0,0,1293
2015-11-06 00:00:00,"Mist","mist",64,-3.7,0,0,646
2015-11-06 01:00:00,"Mist","mist",64,-4.2,0,0,414
2015-11-06 02:00:00,"Mist","mist",64,-4.7,0,0,317
2015-11-06 03:00:00,"Mist","mist",64,-4.9,0,0,372
2015-11-06 04:00:00,"Mist","mist",64,-4.8,0,0,771
2015-11-06 05:00:00,"Mist","mist",64,-4.5,0,0,2646
2015-11-06 06:00:00,"Mist","mist",64,-4.4,0,0,5644
2015-11-06 07:00:00,"Mist","mist",64,-3.2,0,0,6702
2015-11-06 08:00:00,"Mist","mist",64,-2.6,0,0,5721
2015-11-06 09:00:00,"Mist","mist",64,-1,0,0,5287
2015-11-06 10:00:00,"Clouds","broken clouds",64,0.5,0,0,4921
2015-11-06 11:00:00,"Clouds","broken clouds",64,1.8,0,0,5444
2015-11-06 12:00:00,"Rain","light rain",64,2.9,0,0,5544
2015-11-06 13:00:00,"Clouds","broken clouds",64,4,0,0,5558
2015-11-06 14:00:00,"Clouds","broken clouds",64,4.7,0,0,5835
2015-11-06 15:00:00,"Clouds","broken clouds",64,5.1,0,0,6310
2015-11-06 16:00:00,"Rain","light rain",64,5.3,0.25,0,6664
2015-11-06 17:00:00,"Clouds","broken clouds",64,6.3,0,0,6244
2015-11-06 19:00:00,"Clouds","broken clouds",64,5.8,0,0,3571
2015-11-06 20:00:00,"Clouds","broken clouds",64,6.3,0,0,2905
2015-11-06 21:00:00,"Rain","light rain",64,5.9,0,0,2937
2015-11-06 22:00:00,"Drizzle","drizzle",64,5.7,0,0,2685
2015-11-06 23:00:00,"Rain","moderate rain",64,5.8,0,0,1728
2015-11-07 00:00:00,"Rain","moderate rain",64,6.2,0,0,1044
2015-11-07 01:00:00,"Clouds","broken clouds",64,5.9,0,0,667
2015-11-07 02:00:00,"Clouds","broken clouds",64,5.7,0,0,503
2015-11-07 04:00:00,"Clouds","broken clouds",64,5.1,0,0,369
2015-11-07 05:00:00,"Clouds","broken clouds",64,5.4,0,0,752
2015-11-07 06:00:00,"Clouds","broken clouds",64,5.6,0,0,1352
2015-11-07 07:00:00,"Clouds","broken clouds",64,6.3,0,0,2087
2015-11-07 08:00:00,"Clouds","broken clouds",64,5.9,0,0,3388
2015-11-07 09:00:00,"Clouds","broken clouds",64,5.9,0,0,4444
2015-11-07 10:00:00,"Clouds","overcast clouds",90,6.2,0,0,4273
2015-11-07 11:00:00,"Clouds","broken clouds",64,5.5,0,0,4057
2015-11-07 12:00:00,"Clouds","broken clouds",64,5.9,0,0,4537
2015-11-07 13:00:00,"Clouds","broken clouds",64,5.5,0,0,4319
2015-11-07 14:00:00,"Clouds","broken clouds",64,4.2,0,0,4431
2015-11-07 15:00:00,"Clouds","broken clouds",64,4,0,0,4246
2015-11-07 16:00:00,"Clouds","broken clouds",64,4,0,0,4270
2015-11-07 17:00:00,"Clouds","broken clouds",64,4,0,0,4182
2015-11-07 18:00:00,"Clouds","broken clouds",64,3,0,0,3726
2015-11-07 19:00:00,"Clouds","broken clouds",64,2.9,0,0,3429
2015-11-07 20:00:00,"Clouds","broken clouds",64,2.4,0,0,2665
2015-11-07 21:00:00,"Clouds","broken clouds",64,2.1,0,0,2602
2015-11-07 22:00:00,"Clouds","broken clouds",64,2.5,0,0,2940
2015-11-07 23:00:00,"Clouds","broken clouds",64,2.5,0,0,1869
2015-11-08 00:00:00,"Clouds","broken clouds",64,2.9,0,0,1224
2015-11-08 01:00:00,"Clouds","broken clouds",64,2.8,0,0,749
2015-11-08 02:00:00,"Clouds","broken clouds",64,2.7,0,0,584
2015-11-08 03:00:00,"Clouds","broken clouds",64,2.9,0,0,298
2015-11-08 04:00:00,"Clouds","broken clouds",64,2.7,0,0,258
2015-11-08 05:00:00,"Clouds","broken clouds",64,2,0,0,467
2015-11-08 06:00:00,"Clouds","broken clouds",64,1.3,0,0,767
2015-11-08 07:00:00,"Clouds","broken clouds",64,0.1,0,0,1106
2015-11-08 08:00:00,"Clouds","broken clouds",64,-0.1,0,0,1849
2015-11-08 09:00:00,"Clouds","broken clouds",64,1.2,0,0,2560
2015-11-08 10:00:00,"Clouds","broken clouds",64,2.3,0,0,3277
2015-11-08 11:00:00,"Clouds","broken clouds",64,3.6,0,0,3404
2015-11-08 12:00:00,"Clouds","broken clouds",64,4.3,0,0,3902
2015-11-08 13:00:00,"Clouds","broken clouds",64,4.5,0,0,4094
2015-11-08 14:00:00,"Clouds","broken clouds",64,4.4,0,0,4317
2015-11-08 15:00:00,"Clouds","broken clouds",64,3.5,0,0,4195
2015-11-08 16:00:00,"Clouds","broken clouds",64,3.2,0,0,4168
2015-11-08 17:00:00,"Clouds","broken clouds",64,2.9,0,0,3647
2015-11-08 18:00:00,"Clouds","broken clouds",64,2.9,0,0,3513
2015-11-08 19:00:00,"Clouds","broken clouds",64,3,0,0,2848
2015-11-08 20:00:00,"Clouds","overcast clouds",90,3,0,0,2393
2015-11-08 21:00:00,"Clouds","broken clouds",64,2.8,0,0,1900
2015-11-08 22:00:00,"Clouds","broken clouds",64,2.7,0,0,1454
2015-11-08 23:00:00,"Clouds","broken clouds",64,2.8,0,0,931
2015-11-09 00:00:00,"Clouds","broken clouds",64,2.3,0,0,516
2015-11-09 01:00:00,"Rain","light rain",64,2.4,0,0,283
2015-11-09 02:00:00,"Clouds","broken clouds",64,1.8,0,0,218
2015-11-09 03:00:00,"Snow","light snow",64,0.8,0,0,308
2015-11-09 04:00:00,"Clouds","broken clouds",64,-1.8,0,0,783
2015-11-09 05:00:00,"Clouds","broken clouds",64,-2.7,0,0,2575
2015-11-09 06:00:00,"Clouds","broken clouds",64,-3.6,0,0,5667
2015-11-09 07:00:00,"Clouds","broken clouds",64,-4.6,0,0,6169
2015-11-09 08:00:00,"Clouds","broken clouds",64,-5.7,0,0,5508
2015-11-09 09:00:00,"Clouds","broken clouds",64,-6.3,0,0,4650
2015-11-09 10:00:00,"Clouds","broken clouds",64,-6,0,0,4169
2015-11-09 11:00:00,"Clouds","scattered clouds",40,-5,0,0,4206
2015-11-09 13:00:00,"Clouds","broken clouds",64,-3.9,0,0,4673
2015-11-09 14:00:00,"Clouds","broken clouds",64,-3.4,0,0,4974
2015-11-09 15:00:00,"Clouds","broken clouds",64,-3.9,0,0,5104
2015-11-09 16:00:00,"Clouds","broken clouds",64,-4.5,0,0,5477
2015-11-09 17:00:00,"Clouds","broken clouds",64,-5.5,0,0,5347
2015-11-09 18:00:00,"Clouds","broken clouds",64,-6.5,0,0,3987
2015-11-09 19:00:00,"Clouds","broken clouds",64,-7.4,0,0,2678
2015-11-09 20:00:00,"Clouds","broken clouds",64,-8,0,0,2310
2015-11-09 21:00:00,"Clouds","broken clouds",64,-8.2,0,0,1995
2015-11-09 22:00:00,"Clouds","broken clouds",64,-8.7,0,0,1358
2015-11-09 23:00:00,"Clouds","broken clouds",64,-9,0,0,909
2015-11-10 00:00:00,"Clouds","broken clouds",64,-10,0,0,490
2015-11-10 01:00:00,"Clouds","broken clouds",75,-9.9,0,0,321
2015-11-10 02:00:00,"Clouds","broken clouds",64,-10.5,0,0,199
2015-11-10 03:00:00,"Clouds","broken clouds",64,-10.6,0,0,319
2015-11-10 04:00:00,"Clouds","broken clouds",64,-11,0,0,827
2015-11-10 05:00:00,"Clouds","broken clouds",64,-11.4,0,0,2758
2015-11-10 06:00:00,"Clouds","broken clouds",64,-11.9,0,0,5902
2015-11-10 07:00:00,"Clouds","broken clouds",64,-11.6,0,0,6868
2015-11-10 08:00:00,"Clouds","broken clouds",64,-10.9,0,0,6168
2015-11-10 09:00:00,"Clouds","broken clouds",64,-10.1,0,0,5231
2015-11-10 10:00:00,"Clouds","broken clouds",64,-7.7,0,0,4401
2015-11-10 11:00:00,"Clouds","broken clouds",64,-6.2,0,0,4663
2015-11-10 12:00:00,"Clouds","broken clouds",64,-4.7,0,0,5024
2015-11-10 13:00:00,"Clouds","broken clouds",64,-3.5,0,0,5028
2015-11-10 14:00:00,"Clouds","broken clouds",64,-2.5,0,0,5298
2015-11-10 15:00:00,"Clouds","broken clouds",64,-2.1,0,0,5894
2015-11-10 16:00:00,"Clouds","broken clouds",64,-2.4,0,0,6752
2015-11-10 17:00:00,"Clouds","broken clouds",64,-3.3,0,0,6565
2015-11-10 18:00:00,"Clouds","broken clouds",64,-4,0,0,4614
2015-11-10 19:00:00,"Clouds","broken clouds",64,-5,0,0,3187
2015-11-10 20:00:00,"Clouds","broken clouds",64,-5.2,0,0,2984
2015-11-10 21:00:00,"Clouds","broken clouds",64,-5.5,0,0,2411
2015-11-10 22:00:00,"Clouds","broken clouds",64,-5.5,0,0,1851
2015-11-10 23:00:00,"Clouds","broken clouds",64,-5.3,0,0,984
2015-11-11 00:00:00,"Clouds","broken clouds",64,-5.5,0,0,544
2015-11-11 01:00:00,"Clouds","broken clouds",64,-5.3,0,0,335
2015-11-11 02:00:00,"Clouds","broken clouds",64,-5,0,0,260
2015-11-11 03:00:00,"Clouds","broken clouds",64,-4.8,0,0,389
2015-11-11 04:00:00,"Clouds","broken clouds",64,-5,0,0,831
2015-11-11 05:00:00,"Clouds","broken clouds",64,-4.8,0,0,2787
2015-11-11 06:00:00,"Clouds","broken clouds",64,-3.8,0,0,5753
2015-11-11 07:00:00,"Clouds","broken clouds",64,-3.7,0,0,7016
2015-11-11 08:00:00,"Clouds","broken clouds",64,-3.5,0,0,6192
2015-11-11 09:00:00,"Clouds","broken clouds",64,-1.7,0,0,5380
2015-11-11 10:00:00,"Clouds","broken clouds",64,1.1,0,0,4448
2015-11-11 11:00:00,"Clouds","broken clouds",64,3.4,0,0,4906
2015-11-11 12:00:00,"Clouds","broken clouds",64,6,0,0,5048
2015-11-11 13:00:00,"Clouds","broken clouds",64,7.7,0,0,5037
2015-11-11 14:00:00,"Clouds","broken clouds",64,9.2,0,0,5284
2015-11-11 15:00:00,"Clouds","broken clouds",64,10,0,0,6115
2015-11-11 16:00:00,"Clouds","broken clouds",64,10.2,0,0,6838
2015-11-11 17:00:00,"Clouds","broken clouds",64,8.8,0,0,6362
2015-11-11 18:00:00,"Clouds","broken clouds",64,7.5,0,0,4822
2015-11-11 19:00:00,"Clouds","broken clouds",64,6.7,0,0,3341
2015-11-11 20:00:00,"Clouds","broken clouds",64,5.9,0,0,2851
2015-11-11 21:00:00,"Clouds","broken clouds",64,4.9,0,0,3984
2015-11-11 22:00:00,"Clouds","broken clouds",64,4.1,0,0,2288
2015-11-11 23:00:00,"Clouds","broken clouds",64,3.5,0,0,1136
2015-11-12 00:00:00,"Clouds","broken clouds",64,2.9,0,0,631
2015-11-12 01:00:00,"Clouds","broken clouds",64,2.1,0,0,371
2015-11-12 02:00:00,"Clouds","broken clouds",75,2.4,0,0,258
2015-11-12 03:00:00,"Clear","sky is clear",1,3,0,0,346
2015-11-12 04:00:00,"Clouds","broken clouds",75,2.7,0,0,839
2015-11-12 05:00:00,"Clouds","broken clouds",75,2.2,0,0,2934
2015-11-12 06:00:00,"Clear","sky is clear",1,2,0,0,5935
2015-11-12 07:00:00,"Clouds","broken clouds",75,2,0,0,6863
2015-11-12 09:00:00,"Clouds","broken clouds",64,2.7,0,0,5405
2015-11-12 10:00:00,"Clouds","broken clouds",64,3.7,0,0,4550
2015-11-12 11:00:00,"Clouds","broken clouds",64,5.1,0,0,4908
2015-11-12 12:00:00,"Clouds","broken clouds",64,6.1,0,0,5122
2015-11-12 13:00:00,"Clouds","broken clouds",64,8,0,0,5185
2015-11-12 14:00:00,"Clouds","broken clouds",64,9.9,0,0,5549
2015-11-12 15:00:00,"Clouds","broken clouds",64,10.8,0,0,6222
2015-11-12 16:00:00,"Clouds","broken clouds",64,11.1,0,0,6670
2015-11-12 17:00:00,"Clouds","broken clouds",64,8.6,0,0,6421
2015-11-12 18:00:00,"Clouds","broken clouds",64,6.8,0,0,4735
2015-11-12 19:00:00,"Clouds","broken clouds",64,5.4,0,0,3524
2015-11-12 20:00:00,"Clouds","broken clouds",64,4.1,0,0,3232
2015-11-12 21:00:00,"Clouds","broken clouds",64,3.6,0,0,2681
2015-11-12 22:00:00,"Clouds","broken clouds",64,2.4,0,0,2382
2015-11-12 23:00:00,"Mist","mist",64,0.5,0,0,1248
2015-11-13 00:00:00,"Clouds","broken clouds",64,0.3,0,0,655
2015-11-13 01:00:00,"Clouds","broken clouds",64,0,0,0,412
2015-11-13 02:00:00,"Fog","fog",64,0.3,0,0,318
2015-11-13 03:00:00,"Mist","mist",64,0.1,0,0,399
2015-11-13 04:00:00,"Mist","mist",64,-0.1,0,0,785
2015-11-13 05:00:00,"Mist","mist",64,-1.6,0,0,2608
2015-11-13 06:00:00,"Mist","mist",64,-1.5,0,0,5785
2015-11-13 07:00:00,"Mist","mist",64,-1.8,0,0,6792
2015-11-13 07:00:00,"Fog","fog",64,-1.8,0,0,6787
2015-11-13 08:00:00,"Mist","mist",64,-1,0,0,5929
2015-11-13 08:00:00,"Fog","fog",64,-1,0,0,5937
2015-11-13 09:00:00,"Mist","mist",64,1.5,0,0,5298
2015-11-13 10:00:00,"Clouds","broken clouds",64,3.9,0,0,4923
2015-11-13 11:00:00,"Clouds","broken clouds",64,6.9,0,0,5231
2015-11-13 12:00:00,"Clouds","broken clouds",64,9.3,0,0,5501
2015-11-13 13:00:00,"Clouds","broken clouds",64,11.5,0,0,5375
2015-11-13 14:00:00,"Clouds","broken clouds",64,12.3,0,0,5717
2015-11-13 15:00:00,"Clear","sky is clear",1,12,0,0,6295
2015-11-13 16:00:00,"Clear","sky is clear",1,10.3,0,0,6746
2015-11-13 17:00:00,"Clear","sky is clear",1,9,0,0,6123
2015-11-13 18:00:00,"Clear","sky is clear",1,8.7,0,0,5227
2015-11-13 19:00:00,"Clear","sky is clear",1,8,0,0,3650
2015-11-13 20:00:00,"Clear","sky is clear",1,8,0,0,2829
2015-11-13 21:00:00,"Clear","sky is clear",1,8,0,0,3861
2015-11-13 22:00:00,"Clear","sky is clear",1,7.2,0,0,3285
2015-11-13 23:00:00,"Clear","sky is clear",1,7.2,0,0,1900
2015-11-14 00:00:00,"Clear","sky is clear",1,6.5,0,0,1106
2015-11-14 01:00:00,"Clear","sky is clear",1,6,0,0,724
2015-11-14 02:00:00,"Clouds","scattered clouds",40,5.8,0,0,548
2015-11-14 03:00:00,"Clouds","scattered clouds",40,5.8,0,0,383
2015-11-14 04:00:00,"Clear","sky is clear",1,5.5,0,0,425
2015-11-14 05:00:00,"Clouds","broken clouds",64,5,0,0,771
2015-11-14 07:00:00,"Clouds","broken clouds",64,5,0,0,2039
2015-11-14 09:00:00,"Mist","mist",90,7,0,0,3826
2015-11-14 11:00:00,"Mist","mist",64,7.3,0,0,4343
2015-11-14 13:00:00,"Rain","moderate rain",90,7.3,1.27,0,4591
2015-11-14 13:00:00,"Thunderstorm","thunderstorm with drizzle",90,7.3,1.27,0,4594
2015-11-14 13:00:00,"Mist","mist",90,7.3,1.27,0,4596
2015-11-14 14:00:00,"Rain","moderate rain",64,7.4,0.85,0,4533
2015-11-14 14:00:00,"Mist","mist",64,7.4,0.85,0,4535
2015-11-14 15:00:00,"Rain","light rain",90,8,0.64,0,4551
2015-11-14 15:00:00,"Mist","mist",90,8,0.64,0,4560
2015-11-14 15:00:00,"Drizzle","drizzle",90,8,0.64,0,4557
2015-11-14 16:00:00,"Rain","heavy intensity rain",64,8,0.64,0,4532
2015-11-14 16:00:00,"Mist","mist",64,8,0.64,0,4536
2015-11-14 17:00:00,"Rain","light rain",64,8.2,0.25,0,4402
2015-11-14 17:00:00,"Mist","mist",64,8.2,0.25,0,4394
2015-11-14 17:00:00,"Drizzle","heavy intensity drizzle",64,8.2,0.25,0,4403
2015-11-14 18:00:00,"Mist","mist",64,8.1,0,0,4290
2015-11-14 19:00:00,"Mist","mist",90,8.2,0,0,3140
2015-11-14 19:00:00,"Rain","light rain",90,8.2,0,0,3152
2015-11-14 20:00:00,"Mist","mist",64,8.2,0,0,2485
2015-11-14 20:00:00,"Fog","fog",64,8.2,0,0,2492
2015-11-14 21:00:00,"Mist","mist",64,8.5,0,0,2529
2015-11-14 21:00:00,"Fog","fog",64,8.5,0,0,2529
2015-11-14 21:00:00,"Drizzle","drizzle",64,8.5,0,0,2531
2015-11-14 22:00:00,"Mist","mist",64,8.1,0,0,2666
2015-11-14 22:00:00,"Fog","fog",64,8.1,0,0,2674
2015-11-14 23:00:00,"Mist","mist",64,7.2,0,0,2878
2015-11-14 23:00:00,"Fog","fog",64,7.2,0,0,2874
2015-11-15 00:00:00,"Mist","mist",64,6.7,0,0,1303
2015-11-15 01:00:00,"Mist","mist",64,6,0,0,857
2015-11-15 02:00:00,"Mist","mist",64,5.4,0,0,609
2015-11-15 03:00:00,"Mist","mist",64,4.8,0,0,325
2015-11-15 04:00:00,"Mist","mist",40,4.8,0,0,289
2015-11-15 05:00:00,"Fog","fog",90,5.1,0,0,470
2015-11-15 05:00:00,"Mist","mist",90,5.1,0,0,467
2015-11-15 06:00:00,"Mist","mist",90,5.2,0,0,750
2015-11-15 07:00:00,"Mist","mist",64,5.2,0,0,1090
2015-11-15 07:00:00,"Fog","fog",64,5.2,0,0,1085
2015-11-15 08:00:00,"Mist","mist",90,5.7,0,0,1766
2015-11-15 09:00:00,"Clouds","overcast clouds",90,5.5,0,0,2511
2015-11-15 10:00:00,"Clouds","overcast clouds",90,5.7,0,0,3361
2015-11-15 12:00:00,"Clouds","broken clouds",64,3.6,0,0,3986
2015-11-15 13:00:00,"Clouds","overcast clouds",90,6,0,0,4353
2015-11-15 14:00:00,"Clouds","overcast clouds",90,5.4,0,0,4229
2015-11-15 15:00:00,"Clouds","overcast clouds",90,4,0,0,4340
2015-11-15 16:00:00,"Clouds","broken clouds",75,3.7,0,0,3974
2015-11-15 17:00:00,"Clouds","overcast clouds",90,2.5,0,0,4204
2015-11-15 18:00:00,"Clouds","overcast clouds",90,1,0,0,3540
2015-11-15 19:00:00,"Clouds","overcast clouds",90,1,0,0,2709
2015-11-15 21:00:00,"Clouds","overcast clouds",90,1,0,0,3185
2015-11-15 22:00:00,"Clouds","overcast clouds",90,-0.1,0,0,2046
2015-11-15 23:00:00,"Clouds","overcast clouds",90,-0.1,0,0,1007
2015-11-16 00:00:00,"Clouds","overcast clouds",90,-0.5,0,0,520
2015-11-16 01:00:00,"Clouds","overcast clouds",90,-0.8,0,0,261
2015-11-16 02:00:00,"Clouds","overcast clouds",90,-1.7,0,0,252
2015-11-16 03:00:00,"Clouds","overcast clouds",90,-1.5,0,0,310
2015-11-16 04:00:00,"Clouds","overcast clouds",90,-1.5,0,0,805
2015-11-16 05:00:00,"Clouds","overcast clouds",90,-1.8,0,0,2734
2015-11-16 07:00:00,"Clouds","broken clouds",64,-1.7,0,0,6966
2015-11-16 08:00:00,"Clouds","broken clouds",64,-2.6,0,0,6096
2015-11-16 09:00:00,"Clouds","broken clouds",64,-2.3,0,0,5092
2015-11-16 10:00:00,"Clouds","broken clouds",64,-1.9,0,0,4390
2015-11-16 11:00:00,"Clouds","broken clouds",64,-1.4,0,0,4550
2015-11-16 12:00:00,"Clear","sky is clear",1,0,0,0,4656
2015-11-16 13:00:00,"Clear","sky is clear",1,1,0,0,4721
2015-11-16 15:00:00,"Clear","sky is clear",1,1,0,0,5619
2015-11-16 17:00:00,"Clouds","broken clouds",64,-1.6,0,0,6168
2015-11-16 18:00:00,"Clouds","broken clouds",64,-1.8,0,0,4435
2015-11-16 19:00:00,"Clouds","broken clouds",64,-3.5,0,0,2912
2015-11-16 20:00:00,"Clouds","broken clouds",64,-4.6,0,0,2516
2015-11-16 21:00:00,"Clouds","broken clouds",64,-5.4,0,0,2046
2015-11-16 22:00:00,"Clouds","broken clouds",64,-5.8,0,0,1457
2015-11-16 23:00:00,"Clouds","broken clouds",64,-5.8,0,0,912
2015-11-17 00:00:00,"Clouds","broken clouds",64,-5.8,0,0,458
2015-11-17 01:00:00,"Clouds","broken clouds",64,-6.3,0,0,283
2015-11-17 02:00:00,"Clouds","broken clouds",64,-6.4,0,0,207
2015-11-17 03:00:00,"Clouds","broken clouds",64,-5.8,0,0,329
2015-11-17 04:00:00,"Clouds","broken clouds",64,-5.5,0,0,806
2015-11-17 05:00:00,"Clouds","broken clouds",64,-4.9,0,0,2743
2015-11-17 06:00:00,"Clouds","broken clouds",64,-4.8,0,0,5993
2015-11-17 07:00:00,"Clouds","broken clouds",64,-4.3,0,0,7016
2015-11-17 08:00:00,"Clouds","broken clouds",64,-4.2,0,0,6286
2015-11-17 09:00:00,"Clouds","broken clouds",64,-2.4,0,0,5274
2015-11-17 10:00:00,"Clouds","broken clouds",64,-0.9,0,0,4470
2015-11-17 11:00:00,"Clouds","broken clouds",64,3.3,0,0,4666
2015-11-17 12:00:00,"Clouds","broken clouds",64,4,0,0,4828
2015-11-17 13:00:00,"Clouds","broken clouds",64,6.4,0,0,4859
2015-11-17 14:00:00,"Clouds","broken clouds",64,7.6,0,0,5243
2015-11-17 15:00:00,"Clouds","broken clouds",64,7.2,0,0,6065
2015-11-17 16:00:00,"Clouds","broken clouds",64,6.9,0,0,6697
2015-11-17 17:00:00,"Clouds","broken clouds",64,6.7,0,0,6518
2015-11-17 18:00:00,"Clouds","broken clouds",64,6.4,0,0,4680
2015-11-17 19:00:00,"Clouds","broken clouds",64,6.3,0,0,3128
2015-11-17 20:00:00,"Clouds","broken clouds",64,6,0,0,2863
2015-11-17 21:00:00,"Clouds","overcast clouds",90,6.2,0,0,2497
2015-11-17 22:00:00,"Clouds","broken clouds",64,6.2,0,0,1687
2015-11-17 23:00:00,"Clouds","broken clouds",64,6.5,0,0,984
2015-11-18 00:00:00,"Clouds","broken clouds",64,7.1,0,0,489
2015-11-18 01:00:00,"Clouds","broken clouds",64,7.1,0,0,327
2015-11-18 02:00:00,"Clouds","broken clouds",64,7.1,0,0,261
2015-11-18 03:00:00,"Drizzle","light intensity drizzle",90,7.1,0,0,357
2015-11-18 04:00:00,"Clouds","overcast clouds",90,7.3,0,0,815
2015-11-18 05:00:00,"Clouds","overcast clouds",90,7,0,0,2825
2015-11-18 06:00:00,"Clouds","overcast clouds",90,6.8,0,0,5991
2015-11-18 07:00:00,"Clouds","broken clouds",75,6.4,0,0,7102
2015-11-18 08:00:00,"Clouds","overcast clouds",90,6.4,0,0,6150
2015-11-18 09:00:00,"Clouds","overcast clouds",90,7,0,0,5286
2015-11-18 10:00:00,"Clouds","overcast clouds",90,7.3,0,0,4655
2015-11-18 11:00:00,"Clouds","overcast clouds",90,7.5,0,0,4836
2015-11-18 12:00:00,"Clouds","overcast clouds",90,7.7,0,0,4956
2015-11-18 13:00:00,"Clouds","overcast clouds",90,7,0,0,5077
2015-11-18 14:00:00,"Clouds","overcast clouds",90,6.5,0,0,5324
2015-11-18 15:00:00,"Clouds","broken clouds",75,6.3,0,0,6191
2015-11-18 16:00:00,"Clouds","overcast clouds",90,5.4,0,0,6997
2015-11-18 17:00:00,"Clouds","scattered clouds",40,4.3,0,0,6583
2015-11-18 18:00:00,"Clouds","overcast clouds",90,3.4,0,0,4977
2015-11-18 19:00:00,"Haze","haze",90,3.2,0,0,3485
2015-11-18 20:00:00,"Clouds","overcast clouds",90,3.7,0,0,3083
2015-11-18 21:00:00,"Haze","haze",90,3.4,0,0,3011
2015-11-18 21:00:00,"Mist","mist",90,3.4,0,0,3005
2015-11-18 22:00:00,"Mist","mist",90,3.2,0,0,1796
2015-11-18 23:00:00,"Mist","mist",90,3.2,0,0,1008
2015-11-18 23:00:00,"Haze","haze",90,3.2,0,0,1008
2015-11-19 00:00:00,"Mist","mist",90,3,0,0,587
2015-11-19 01:00:00,"Mist","mist",90,3.2,0,0,334
2015-11-19 02:00:00,"Mist","mist",90,3,0,0,285
2015-11-19 03:00:00,"Mist","mist",90,3.3,0,0,369
2015-11-19 04:00:00,"Mist","mist",90,3,0,0,797
2015-11-19 05:00:00,"Mist","mist",90,2.6,0,0,2778
2015-11-19 06:00:00,"Mist","mist",90,3,0,0,5844
2015-11-19 07:00:00,"Mist","mist",90,0.6,0,0,6486
2015-11-19 08:00:00,"Mist","mist",90,-1.7,0,0,6245
2015-11-19 09:00:00,"Mist","mist",90,-2,0,0,5381
2015-11-19 10:00:00,"Clouds","overcast clouds",90,-1.2,0,0,4679
2015-11-19 11:00:00,"Clouds","overcast clouds",90,-1.3,0,0,4866
2015-11-19 12:00:00,"Clouds","overcast clouds",90,-1.7,0,0,5213
2015-11-19 13:00:00,"Mist","mist",90,-2,0,0,5080
2015-11-19 14:00:00,"Snow","light snow",90,-1.9,0,0,5442
2015-11-19 14:00:00,"Mist","mist",90,-1.9,0,0,5441
